State,County,Year,Poverty Rate
Minnesota,St. Louis County,2010,16.1
Minnesota,St. Louis County,2009,16.1
Minnesota,Stearns County,2018,13.1
Minnesota,Stearns County,2017,13.1
Minnesota,Stearns County,2016,13.7
Minnesota,Stearns County,2015,13.5
Minnesota,Stearns County,2014,13.5
Minnesota,Stearns County,2013,11.9
Minnesota,Stearns County,2012,12.7
Minnesota,Stearns County,2011,11.5
Minnesota,Stearns County,2010,11.5
Minnesota,Stearns County,2009,11.1
Minnesota,Steele County,2018,10.1
Minnesota,Steele County,2017,9.9
Minnesota,Steele County,2016,9.4
Minnesota,Steele County,2015,10.4
Minnesota,Steele County,2014,10.4
Minnesota,Steele County,2013,10.3
Minnesota,Steele County,2012,8.6
Minnesota,Steele County,2011,8.6
Minnesota,Steele County,2010,8.6
Minnesota,Steele County,2009,8.6
Minnesota,Stevens County,2018,15.7
Minnesota,Stevens County,2017,15.4
Minnesota,Stevens County,2016,17.4
Minnesota,Stevens County,2015,18.4
Minnesota,Stevens County,2014,18.4
Minnesota,Stevens County,2013,13.9
Minnesota,Stevens County,2012,14.3
Minnesota,Stevens County,2011,14.3
Minnesota,Stevens County,2010,14.3
Minnesota,Stevens County,2009,14.3
Minnesota,Swift County,2018,13.2
Minnesota,Swift County,2017,12.2
Minnesota,Swift County,2016,12.4
Minnesota,Swift County,2015,12.4
Minnesota,Swift County,2014,12.4
Minnesota,Swift County,2013,9.8
Minnesota,Swift County,2012,10.1
Minnesota,Swift County,2011,10.1
Minnesota,Swift County,2010,10.1
Minnesota,Swift County,2009,10.1
Minnesota,Todd County,2018,13.3
Minnesota,Todd County,2017,13.0
Minnesota,Todd County,2016,13.5
Minnesota,Todd County,2015,14.7
Minnesota,Todd County,2014,14.7
Minnesota,Todd County,2013,14.2
Minnesota,Todd County,2012,15.9
Minnesota,Todd County,2011,15.9
Minnesota,Todd County,2010,15.9
Minnesota,Todd County,2009,15.9
Minnesota,Traverse County,2018,10.9
Minnesota,Traverse County,2017,10.9
Minnesota,Traverse County,2016,9.2
Minnesota,Traverse County,2015,10.2
Minnesota,Traverse County,2014,10.2
Minnesota,Traverse County,2013,8.4
Minnesota,Traverse County,2012,9.2
Minnesota,Traverse County,2011,9.2
Minnesota,Traverse County,2010,9.2
Minnesota,Traverse County,2009,9.2
Minnesota,Wabasha County,2018,5.9
Minnesota,Wabasha County,2017,6.1
Minnesota,Wabasha County,2016,6.6
Minnesota,Wabasha County,2015,7.3
Minnesota,Wabasha County,2014,7.3
Minnesota,Wabasha County,2013,7.8
Minnesota,Wabasha County,2012,7.8
Minnesota,Wabasha County,2011,7.8
Minnesota,Wabasha County,2010,7.8
Minnesota,Wabasha County,2009,7.8
Minnesota,Wadena County,2018,15.3
Minnesota,Wadena County,2017,14.9
Minnesota,Wadena County,2016,15.5
Minnesota,Wadena County,2015,16.4
Minnesota,Wadena County,2014,16.4
Minnesota,Wadena County,2013,16.9
Minnesota,Wadena County,2012,18.4
Minnesota,Wadena County,2011,18.4
Minnesota,Wadena County,2010,18.4
Minnesota,Wadena County,2009,18.4
Minnesota,Waseca County,2018,9.2
Minnesota,Waseca County,2017,9.2
Minnesota,Waseca County,2016,7.8
Minnesota,Waseca County,2015,8.6
Minnesota,Waseca County,2014,8.6
Minnesota,Waseca County,2013,9.4
Minnesota,Waseca County,2012,8.8
Minnesota,Waseca County,2011,8.8
Minnesota,Waseca County,2010,8.8
Minnesota,Waseca County,2009,8.8
Minnesota,Washington County,2018,4.7
Minnesota,Washington County,2017,5.0
Minnesota,Washington County,2016,5.1
Minnesota,Washington County,2015,5.4
Minnesota,Washington County,2014,5.4
Minnesota,Washington County,2013,5.8
Minnesota,Washington County,2012,5.6
Minnesota,Washington County,2011,5.6
Minnesota,Washington County,2010,5.6
Minnesota,Washington County,2009,5.6
Minnesota,Watonwan County,2018,12.7
Minnesota,Watonwan County,2017,12.2
Minnesota,Watonwan County,2016,11.7
Minnesota,Watonwan County,2015,10.8
Minnesota,Watonwan County,2014,10.8
Minnesota,Watonwan County,2013,9.4
Minnesota,Watonwan County,2012,11.7
Minnesota,Watonwan County,2011,11.7
Minnesota,Watonwan County,2010,11.7
Minnesota,Watonwan County,2009,11.7
Minnesota,Wilkin County,2018,9.3
Minnesota,Wilkin County,2017,9.9
Minnesota,Wilkin County,2016,9.2
Minnesota,Wilkin County,2015,9.9
Minnesota,Wilkin County,2014,9.9
Minnesota,Wilkin County,2013,8.7
Minnesota,Wilkin County,2012,7.0
Minnesota,Wilkin County,2011,7.0
Minnesota,Wilkin County,2010,7.0
Minnesota,Wilkin County,2009,7.0
Minnesota,Winona County,2018,14.5
Minnesota,Winona County,2017,14.5
Minnesota,Winona County,2016,13.9
Minnesota,Winona County,2015,14.7
Minnesota,Winona County,2014,14.7
Minnesota,Winona County,2013,15.0
Minnesota,Winona County,2012,15.9
Minnesota,Winona County,2011,15.9
Minnesota,Winona County,2010,15.9
Minnesota,Winona County,2009,14.2
Minnesota,Wright County,2018,4.5
Minnesota,Wright County,2017,5.0
Minnesota,Wright County,2016,5.6
Minnesota,Wright County,2015,6.2
Minnesota,Wright County,2014,6.2
Minnesota,Wright County,2013,7.3
Minnesota,Wright County,2012,6.1
Minnesota,Wright County,2011,6.1
Minnesota,Wright County,2010,6.1
Minnesota,Wright County,2009,5.1
Minnesota,Yellow Medicine County,2018,13.4
Minnesota,Yellow Medicine County,2017,12.5
Minnesota,Yellow Medicine County,2016,11.3
Minnesota,Yellow Medicine County,2015,11.9
Minnesota,Yellow Medicine County,2014,11.9
Minnesota,Yellow Medicine County,2013,11.4
Minnesota,Yellow Medicine County,2012,11.6
Minnesota,Yellow Medicine County,2011,11.6
Minnesota,Yellow Medicine County,2010,11.5
Minnesota,Yellow Medicine County,2009,11.5
Mississippi,Adams County,2018,34.3
Mississippi,Adams County,2017,34.2
Mississippi,Adams County,2016,30.4
Mississippi,Adams County,2015,30.1
Mississippi,Adams County,2014,30.1
Mississippi,Adams County,2013,28.4
Mississippi,Adams County,2012,28.6
Mississippi,Adams County,2011,28.5
Mississippi,Adams County,2010,28.5
Mississippi,Adams County,2009,28.5
Mississippi,Alcorn County,2018,17.1
Mississippi,Alcorn County,2017,19.6
Mississippi,Alcorn County,2016,19.9
Mississippi,Alcorn County,2015,21.2
Mississippi,Alcorn County,2014,21.2
Mississippi,Alcorn County,2013,20.8
Mississippi,Alcorn County,2012,19.4
Mississippi,Alcorn County,2011,19.4
Mississippi,Alcorn County,2010,19.4
Mississippi,Alcorn County,2009,19.4
Mississippi,Amite County,2018,24.3
Mississippi,Amite County,2017,22.8
Mississippi,Amite County,2016,28.0
Mississippi,Amite County,2015,22.4
Mississippi,Amite County,2014,22.4
Mississippi,Amite County,2013,25.7
Mississippi,Amite County,2012,28.4
Mississippi,Amite County,2011,22.1
Mississippi,Amite County,2010,22.1
Mississippi,Amite County,2009,22.1
Mississippi,Attala County,2018,23.1
Mississippi,Attala County,2017,22.6
Mississippi,Attala County,2016,24.4
Mississippi,Attala County,2015,26.0
Mississippi,Attala County,2014,26.0
Mississippi,Attala County,2013,25.1
Mississippi,Attala County,2012,28.1
Mississippi,Attala County,2011,23.8
Mississippi,Attala County,2010,23.8
Mississippi,Attala County,2009,23.8
Mississippi,Benton County,2018,23.4
Mississippi,Benton County,2017,20.2
Mississippi,Benton County,2016,22.7
Mississippi,Benton County,2015,21.0
Mississippi,Benton County,2014,21.0
Mississippi,Benton County,2013,22.7
Mississippi,Benton County,2012,27.4
Mississippi,Benton County,2011,27.4
Mississippi,Benton County,2010,27.4
Mississippi,Benton County,2009,27.4
Mississippi,Bolivar County,2018,34.6
Mississippi,Bolivar County,2017,37.4
Mississippi,Bolivar County,2016,37.8
Mississippi,Bolivar County,2015,37.1
Mississippi,Bolivar County,2014,37.1
Mississippi,Bolivar County,2013,34.3
Mississippi,Bolivar County,2012,34.2
Mississippi,Bolivar County,2011,29.7
Mississippi,Bolivar County,2010,29.7
Mississippi,Bolivar County,2009,29.7
Mississippi,Calhoun County,2018,25.1
Mississippi,Calhoun County,2017,26.9
Mississippi,Calhoun County,2016,26.3
Mississippi,Calhoun County,2015,25.9
Mississippi,Calhoun County,2014,25.9
Mississippi,Calhoun County,2013,23.7
Mississippi,Calhoun County,2012,20.3
Mississippi,Calhoun County,2011,20.3
Mississippi,Calhoun County,2010,20.3
Mississippi,Calhoun County,2009,20.3
Mississippi,Carroll County,2018,14.8
Mississippi,Carroll County,2017,14.0
Mississippi,Carroll County,2016,17.4
Mississippi,Carroll County,2015,20.6
Mississippi,Carroll County,2014,20.6
Mississippi,Carroll County,2013,24.4
Mississippi,Carroll County,2012,25.4
Mississippi,Carroll County,2011,25.4
Mississippi,Carroll County,2010,25.4
Mississippi,Carroll County,2009,25.4
Mississippi,Chickasaw County,2018,21.1
Mississippi,Chickasaw County,2017,22.9
Mississippi,Chickasaw County,2016,27.2
Mississippi,Chickasaw County,2015,26.3
Mississippi,Chickasaw County,2014,26.3
Mississippi,Chickasaw County,2013,25.3
Mississippi,Chickasaw County,2012,26.6
Mississippi,Chickasaw County,2011,26.6
Mississippi,Chickasaw County,2010,26.6
Mississippi,Chickasaw County,2009,26.6
Mississippi,Choctaw County,2018,23.3
Mississippi,Choctaw County,2017,24.5
Mississippi,Choctaw County,2016,24.5
Mississippi,Choctaw County,2015,26.2
Mississippi,Choctaw County,2014,26.2
Mississippi,Choctaw County,2013,21.9
Mississippi,Choctaw County,2012,21.9
Mississippi,Choctaw County,2011,21.9
Mississippi,Choctaw County,2010,21.9
Mississippi,Choctaw County,2009,21.6
Mississippi,Claiborne County,2018,44.0
Mississippi,Claiborne County,2017,45.9
Mississippi,Claiborne County,2016,41.2
Mississippi,Claiborne County,2015,42.0
Mississippi,Claiborne County,2014,42.0
Mississippi,Claiborne County,2013,30.0
Mississippi,Claiborne County,2012,35.8
Mississippi,Claiborne County,2011,35.8
Mississippi,Claiborne County,2010,35.8
Mississippi,Claiborne County,2009,35.8
Mississippi,Clarke County,2018,19.3
Mississippi,Clarke County,2017,18.5
Mississippi,Clarke County,2016,19.2
Mississippi,Clarke County,2015,21.3
Mississippi,Clarke County,2014,21.3
Mississippi,Clarke County,2013,21.2
Mississippi,Clarke County,2012,24.8
Mississippi,Clarke County,2011,20.4
Mississippi,Clarke County,2010,20.4
Mississippi,Clarke County,2009,20.4
Mississippi,Clay County,2018,23.3
Mississippi,Clay County,2017,26.6
Mississippi,Clay County,2016,26.0
Mississippi,Clay County,2015,26.6
Mississippi,Clay County,2014,26.6
Mississippi,Clay County,2013,24.5
Mississippi,Clay County,2012,24.3
Mississippi,Clay County,2011,24.3
Mississippi,Clay County,2010,24.3
Mississippi,Clay County,2009,24.3
Mississippi,Coahoma County,2018,34.0
Mississippi,Coahoma County,2017,36.1
Mississippi,Coahoma County,2016,35.2
Mississippi,Coahoma County,2015,34.1
Mississippi,Coahoma County,2014,34.1
Mississippi,Coahoma County,2013,34.7
Mississippi,Coahoma County,2012,37.4
Mississippi,Coahoma County,2011,37.4
Mississippi,Coahoma County,2010,37.4
Mississippi,Coahoma County,2009,37.4
Mississippi,Copiah County,2018,24.0
Mississippi,Copiah County,2017,24.3
Mississippi,Copiah County,2016,28.1
Mississippi,Copiah County,2015,27.2
Mississippi,Copiah County,2014,27.2
Mississippi,Copiah County,2013,23.7
Mississippi,Copiah County,2012,24.4
Mississippi,Copiah County,2011,19.8
Mississippi,Copiah County,2010,19.8
Mississippi,Copiah County,2009,19.8
Mississippi,Covington County,2018,24.4
Mississippi,Covington County,2017,23.1
Mississippi,Covington County,2016,25.8
Mississippi,Covington County,2015,27.0
Mississippi,Covington County,2014,27.0
Mississippi,Covington County,2013,29.9
Mississippi,Covington County,2012,28.5
Mississippi,Covington County,2011,26.4
Mississippi,Covington County,2010,26.4
Mississippi,Covington County,2009,26.4
Mississippi,DeSoto County,2018,9.1
Mississippi,DeSoto County,2017,9.8
Mississippi,DeSoto County,2016,10.0
Mississippi,DeSoto County,2015,9.8
Mississippi,DeSoto County,2014,9.8
Mississippi,DeSoto County,2013,9.8
Mississippi,DeSoto County,2012,10.2
Mississippi,DeSoto County,2011,8.8
Mississippi,DeSoto County,2010,8.8
Mississippi,DeSoto County,2009,8.6
Mississippi,Forrest County,2018,25.1
Mississippi,Forrest County,2017,26.3
Mississippi,Forrest County,2016,27.3
Mississippi,Forrest County,2015,27.8
Mississippi,Forrest County,2014,27.8
Mississippi,Forrest County,2013,27.7
Mississippi,Forrest County,2012,27.5
Mississippi,Forrest County,2011,23.3
Mississippi,Forrest County,2010,23.3
Mississippi,Forrest County,2009,23.3
Mississippi,Franklin County,2018,16.5
Mississippi,Franklin County,2017,17.9
Mississippi,Franklin County,2016,18.7
Mississippi,Franklin County,2015,18.9
Mississippi,Franklin County,2014,18.9
Mississippi,Franklin County,2013,23.0
Mississippi,Franklin County,2012,25.4
Mississippi,Franklin County,2011,23.0
Mississippi,Franklin County,2010,23.0
Mississippi,Franklin County,2009,23.0
Mississippi,George County,2018,14.6
Mississippi,George County,2017,14.7
Mississippi,George County,2016,17.9
Mississippi,George County,2015,18.4
Mississippi,George County,2014,18.4
Mississippi,George County,2013,18.6
Mississippi,George County,2012,17.6
Mississippi,George County,2011,17.6
Mississippi,George County,2010,17.6
Mississippi,George County,2009,17.6
Mississippi,Greene County,2018,14.5
Mississippi,Greene County,2017,15.1
Mississippi,Greene County,2016,18.1
Mississippi,Greene County,2015,14.5
Mississippi,Greene County,2014,14.5
Mississippi,Greene County,2013,13.8
Mississippi,Greene County,2012,17.0
Mississippi,Greene County,2011,17.0
Mississippi,Greene County,2010,17.0
Mississippi,Greene County,2009,17.0
Mississippi,Grenada County,2018,24.5
Mississippi,Grenada County,2017,24.2
Mississippi,Grenada County,2016,24.1
Mississippi,Grenada County,2015,22.3
Mississippi,Grenada County,2014,22.3
Mississippi,Grenada County,2013,20.2
Mississippi,Grenada County,2012,22.4
Mississippi,Grenada County,2011,22.4
Mississippi,Grenada County,2010,22.4
Mississippi,Grenada County,2009,22.4
Mississippi,Hancock County,2018,17.9
Mississippi,Hancock County,2017,17.2
Mississippi,Hancock County,2016,18.5
Mississippi,Hancock County,2015,21.6
Mississippi,Hancock County,2014,21.6
Mississippi,Hancock County,2013,18.7
Mississippi,Hancock County,2012,19.7
Mississippi,Hancock County,2011,17.3
Mississippi,Hancock County,2010,17.3
Mississippi,Hancock County,2009,17.3
Mississippi,Harrison County,2018,20.2
Mississippi,Harrison County,2017,20.4
Mississippi,Harrison County,2016,21.0
Mississippi,Harrison County,2015,20.8
Mississippi,Harrison County,2014,20.8
Mississippi,Harrison County,2013,17.8
Mississippi,Harrison County,2012,18.2
Mississippi,Harrison County,2011,15.0
Mississippi,Harrison County,2010,13.7
Mississippi,Harrison County,2009,13.2
Mississippi,Hinds County,2018,22.2
Mississippi,Hinds County,2017,23.9
Mississippi,Hinds County,2016,25.5
Mississippi,Hinds County,2015,25.9
Mississippi,Hinds County,2014,25.9
Mississippi,Hinds County,2013,29.4
Mississippi,Hinds County,2012,24.2
Mississippi,Hinds County,2011,20.6
Mississippi,Hinds County,2010,20.6
Mississippi,Hinds County,2009,20.6
Mississippi,Holmes County,2018,43.6
Mississippi,Holmes County,2017,46.5
Mississippi,Holmes County,2016,45.0
Mississippi,Holmes County,2015,43.4
Mississippi,Holmes County,2014,43.4
Mississippi,Holmes County,2013,43.4
Mississippi,Holmes County,2012,42.6
Mississippi,Holmes County,2011,37.8
Mississippi,Holmes County,2010,37.8
Mississippi,Holmes County,2009,37.2
Mississippi,Humphreys County,2018,38.1
Mississippi,Humphreys County,2017,40.5
Mississippi,Humphreys County,2016,42.5
Mississippi,Humphreys County,2015,39.6
Mississippi,Humphreys County,2014,39.6
Mississippi,Humphreys County,2013,39.7
Mississippi,Humphreys County,2012,41.3
Mississippi,Humphreys County,2011,41.3
Mississippi,Humphreys County,2010,41.3
Mississippi,Humphreys County,2009,33.8
Mississippi,Issaquena County,2018,41.7
Mississippi,Issaquena County,2017,40.3
Mississippi,Issaquena County,2016,40.4
Mississippi,Issaquena County,2015,40.3
Mississippi,Issaquena County,2014,40.3
Mississippi,Issaquena County,2013,24.4
Mississippi,Issaquena County,2012,30.1
Mississippi,Issaquena County,2011,30.1
Mississippi,Issaquena County,2010,30.1
Mississippi,Issaquena County,2009,30.1
Mississippi,Itawamba County,2018,15.4
Mississippi,Itawamba County,2017,18.4
Mississippi,Itawamba County,2016,20.3
Mississippi,Itawamba County,2015,18.8
Mississippi,Itawamba County,2014,18.8
Mississippi,Itawamba County,2013,14.0
Mississippi,Itawamba County,2012,13.8
Mississippi,Itawamba County,2011,11.5
Mississippi,Itawamba County,2010,11.5
Mississippi,Itawamba County,2009,11.5
Mississippi,Jackson County,2018,16.0
Mississippi,Jackson County,2017,15.3
Mississippi,Jackson County,2016,15.6
Mississippi,Jackson County,2015,15.4
Mississippi,Jackson County,2014,15.4
Mississippi,Jackson County,2013,15.9
Mississippi,Jackson County,2012,15.4
Mississippi,Jackson County,2011,15.4
Mississippi,Jackson County,2010,15.4
Mississippi,Jackson County,2009,15.4
Mississippi,Jasper County,2018,23.2
Mississippi,Jasper County,2017,22.8
Mississippi,Jasper County,2016,22.1
Mississippi,Jasper County,2015,23.9
Mississippi,Jasper County,2014,23.9
Mississippi,Jasper County,2013,21.1
Mississippi,Jasper County,2012,21.1
Mississippi,Jasper County,2011,20.1
Mississippi,Jasper County,2010,20.1
Mississippi,Jasper County,2009,20.6
Mississippi,Jefferson County,2018,49.7
Mississippi,Jefferson County,2017,47.0
Mississippi,Jefferson County,2016,39.7
Mississippi,Jefferson County,2015,48.8
Mississippi,Jefferson County,2014,48.8
Mississippi,Jefferson County,2013,40.0
Mississippi,Jefferson County,2012,41.1
Mississippi,Jefferson County,2011,41.1
Mississippi,Jefferson County,2010,41.1
Mississippi,Jefferson County,2009,28.5
Mississippi,Jefferson Davis County,2018,27.0
Mississippi,Jefferson Davis County,2017,32.5
Mississippi,Jefferson Davis County,2016,34.7
Mississippi,Jefferson Davis County,2015,34.3
Mississippi,Jefferson Davis County,2014,34.3
Mississippi,Jefferson Davis County,2013,27.0
Mississippi,Jefferson Davis County,2012,26.5
Mississippi,Jefferson Davis County,2011,25.9
Mississippi,Jefferson Davis County,2010,25.9
Mississippi,Jefferson Davis County,2009,25.9
Mississippi,Jones County,2018,21.4
Mississippi,Jones County,2017,21.6
Mississippi,Jones County,2016,23.7
Mississippi,Jones County,2015,22.7
Mississippi,Jones County,2014,22.7
Mississippi,Jones County,2013,23.0
Mississippi,Jones County,2012,24.0
Mississippi,Jones County,2011,20.7
Mississippi,Jones County,2010,20.5
Mississippi,Jones County,2009,20.5
Mississippi,Kemper County,2018,30.0
Mississippi,Kemper County,2017,31.8
Mississippi,Kemper County,2016,29.9
Mississippi,Kemper County,2015,30.5
Mississippi,Kemper County,2014,30.5
Mississippi,Kemper County,2013,33.3
Mississippi,Kemper County,2012,28.0
Mississippi,Kemper County,2011,28.0
Mississippi,Kemper County,2010,28.0
Mississippi,Kemper County,2009,28.0
Mississippi,Lafayette County,2018,23.8
Mississippi,Lafayette County,2017,25.3
Mississippi,Lafayette County,2016,25.3
Mississippi,Lafayette County,2015,25.8
Mississippi,Lafayette County,2014,25.8
Mississippi,Lafayette County,2013,25.6
Mississippi,Lafayette County,2012,23.5
Mississippi,Lafayette County,2011,23.5
Mississippi,Lafayette County,2010,23.5
Mississippi,Lafayette County,2009,20.8
Mississippi,Lamar County,2018,16.5
Mississippi,Lamar County,2017,16.3
Mississippi,Lamar County,2016,16.1
Mississippi,Lamar County,2015,16.7
Mississippi,Lamar County,2014,16.7
Mississippi,Lamar County,2013,17.4
Mississippi,Lamar County,2012,17.6
Mississippi,Lamar County,2011,16.1
Mississippi,Lamar County,2010,16.1
Mississippi,Lamar County,2009,16.1
Mississippi,Lauderdale County,2018,21.8
Mississippi,Lauderdale County,2017,21.5
Mississippi,Lauderdale County,2016,23.1
Mississippi,Lauderdale County,2015,22.8
Mississippi,Lauderdale County,2014,22.8
Mississippi,Lauderdale County,2013,26.2
Mississippi,Lauderdale County,2012,23.4
Mississippi,Lauderdale County,2011,23.4
Mississippi,Lauderdale County,2010,23.4
Mississippi,Lauderdale County,2009,23.4
Mississippi,Lawrence County,2018,19.4
Mississippi,Lawrence County,2017,19.8
Mississippi,Lawrence County,2016,21.8
Mississippi,Lawrence County,2015,22.0
Mississippi,Lawrence County,2014,22.0
Mississippi,Lawrence County,2013,17.7
Mississippi,Lawrence County,2012,18.7
Mississippi,Lawrence County,2011,16.8
Mississippi,Lawrence County,2010,16.8
Mississippi,Lawrence County,2009,16.8
Mississippi,Leake County,2018,25.9
Mississippi,Leake County,2017,25.1
Mississippi,Leake County,2016,27.1
Mississippi,Leake County,2015,27.2
Mississippi,Leake County,2014,27.2
Mississippi,Leake County,2013,23.9
Mississippi,Leake County,2012,26.9
Mississippi,Leake County,2011,21.0
